Order,Vital Records Form,Form URL,Form Element,IG,Mapping Profile,Profile,Field,Extension,Questionnaire,QuestionnaireField,Notes/Questions,Mapping IG,computable
4-025,2016 US Standard Mothers Worksheet for Child’s Birth Certificate,https://www.cdc.gov/nchs/data/dvs/moms-worksheet-2016-508.pdf,25a. What is your Social Security Number?,VRCPL,Patient-mother-vr,Patient-mother-vr,identifier:SSN,,Questionnaire-mothers-live-birth,item.linkId=mother-ssn,,,PatientMotherVitalRecords
4-026,2016 US Standard Mothers Worksheet for Child’s Birth Certificate,https://www.cdc.gov/nchs/data/dvs/moms-worksheet-2016-508.pdf,25b. What is the father’s Social Security Number?,VRCPL,RelatedPerson-father-natural-vr,RelatedPerson-father-natural-vr,identifier:SSN,,Questionnaire-mothers-live-birth,item.linkId=father-ssn,,,RelatedPersonFatherNaturalVitalRecords
4-027,2016 US Standard Mothers Worksheet for Child’s Birth Certificate,https://www.cdc.gov/nchs/data/dvs/moms-worksheet-2016-508.pdf,26a. Do you want a Social Security Number issued for your baby?,BFDR,Observation-ssn-requested-for-child,Observation-ssn-requested-for-child,value,,Questionnaire-mothers-live-birth,item.linkId=baby-ssn,,,ObservationSSNRequestedForChild
4-028,2016 US Standard Mothers Worksheet for Child’s Birth Certificate,https://www.cdc.gov/nchs/data/dvs/moms-worksheet-2016-508.pdf,26b. I request that the Social Security Administration assign a Social Security number to the child named on this form and authorize the State to provide the Social Security Administration with the information from this form which is needed to assign a number.,BFDR,Questionnaire-mothers-live-birth,Questionnaire-mothers-live-birth,,,Questionnaire-mothers-live-birth,item.linkId=baby-ssn-sig,,,QuestionnaireMothersWorksheetChildsBirthCertificate
4-029,2016 US Standard Mothers Worksheet for Child’s Birth Certificate,https://www.cdc.gov/nchs/data/dvs/moms-worksheet-2016-508.pdf,"27a. If other than the mother, what is the name of the person providing information for this worksheet?",BFDR,Questionnaire-mothers-live-birth,Questionnaire-mothers-live-birth,,,Questionnaire-mothers-live-birth,item.linkId=informant-name,,,QuestionnaireMothersWorksheetChildsBirthCertificate
4-030,2016 US Standard Mothers Worksheet for Child’s Birth Certificate,https://www.cdc.gov/nchs/data/dvs/moms-worksheet-2016-508.pdf,27b. What is your relationship to the baby’s mother?,BFDR,Questionnaire-mothers-live-birth,Questionnaire-mothers-live-birth,,,Questionnaire-mothers-live-birth,item.linkId=informant-relationship,,,QuestionnaireMothersWorksheetChildsBirthCertificate
5-001,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,Local File No,VRCPL,Bundle-document-fetal-death-report,CertificateNumber,identifier.extension[localFileNumber1].value,Bundle-document-fetal-death-report.identifier.extension:localFileNumber1,,,,BFDR,"BundleDocumentFetalDeathReport
"
5-002,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,State File Number,VRCPL,Bundle-document-fetal-death-report,AuxiliaryStateIdentifier1,identifier.extension[birthCertificateNumber].value,Bundle-document-fetal-death-report.identifer.extension:fetalDeathReportNumber,,,,BFDR,BundleDocumentFetalDeathReport
5-003,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,1. Name of Fetus,BFDR,Patient-decedent-fetus,Patient-decedent-fetus,name,,,,,,PatientDecedentFetus
5-004,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,2. Time of Delivery,FHIR,Patient-decedent-fetus,patient-birthTime,,Patient-decedent-fetus.birthDate.extension:birthTime,,,,BFDR,PatientDecedentFetus
5-005,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,3. Sex,US CORE,Patient-decedent-fetus,us-core-birthsex,,Patient-decedent-fetus.extension:birthsex,,,,BFDR,PatientDecedentFetus
5-006,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,4. Date of Delivery,BFDR,Patient-decedent-fetus,Patient-decedent-fetus,birthDate,,,,,,PatientDecedentFetus
5-007,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,"5a. City, Town, or Location of Delivery",FHIR,Patient-decedent-fetus,patient-birthPlace,,Patient-decedent-fetus.extension:birthPlace,,,,BFDR,PatientDecedentFetus
5-008,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,5b. Zip Code of Delivery,FHIR,Patient-decedent-fetus,patient-birthPlace,,Patient-decedent-fetus.extension:birthPlace,,,,BFDR,PatientDecedentFetus
5-009,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,6. County of Delivery,FHIR,Patient-decedent-fetus,patient-birthPlace,,Patient-decedent-fetus.extension:birthPlace,,,,BFDR,PatientDecedentFetus
5-010,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,7. Place Where Delivery Occurred,BFDR,Encounter-maternity,Encounter-maternity,location.physicalType,,,,,,EncounterMaternity
5-011,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,7.3. Home Birth: Planned to deliver at home?,BFDR,Encounter-maternity,Encounter-maternity,location.physicalType,,,,,,EncounterMaternity
5-012,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,8. Facility Name / address,Location-bfdr,Location-bfdr,Location-bfdr,name/address,,,,,BFDR,LocationBFDR
5-013,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,9. Facility Id,Location-bfdr,Location-bfdr,Location-bfdr,identifier:NPI,,,,,BFDR,LocationBFDR
5-014,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,10a. Mother’s Current Legal Name,VRCPL,Patient-mother-vr,Patient-mother-vr,name:currentLegalName,,,,,,PatientMotherVitalRecords
5-015,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,10b. Mother's Date of Birth,VRCPL,Patient-mother-vr,Patient-mother-vr,birthDate,,,,,,PatientMotherVitalRecords
5-016,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,10c. Mother’s Name Prior to First Marriage,VRCPL,Patient-mother-vr,Patient-mother-vr,name:namePriorToFirstMarriage,,,,,,PatientMotherVitalRecords
5-017,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,10d. Mother's Birthplace,FHIR,Patient-mother-vr,patient-birthPlace,,Patient-mother-vr.extension:birthPlace,,,,VRCPL,PatientMotherVitalRecords
5-018,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,11a. Residence of Mother-State,VRCPL,Patient-mother-vr,Patient-mother-vr,address.state,,,,,,PatientMotherVitalRecords
5-019,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,11b. Residence of Mother-County,VRCPL,Patient-mother-vr,Patient-mother-vr,address.district,,,,,,PatientMotherVitalRecords
5-020,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,"11c. Residence of Mother-City, Town, Or Location",VRCPL,Patient-mother-vr,Patient-mother-vr,address.city,,,,,,PatientMotherVitalRecords
5-021,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,11d. Residence of Mother-Street And Number,VRCPL,Patient-mother-vr,Patient-mother-vr,address.line,,,,,,PatientMotherVitalRecords
5-022,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,11e. Residence of Mother-Apt. No.,VRCPL,Patient-mother-vr,Patient-mother-vr,address.line,,,,What to do for this form item?,,PatientMotherVitalRecords
5-023,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,11f. Residence of Mother-Zip Code,VRCPL,Patient-mother-vr,Patient-mother-vr,address.postalCode,,,,,,PatientMotherVitalRecords
5-024,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,11g. Residence of Mother-Inside City Limits?,VRCPL,Patient-mother-vr,Extension-within-city-limits-indicator-vr,,address.extension:withinCityLimitsIndicator,,,,VRCPL,PatientMotherVitalRecords
5-025,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,12a. Father’s Current Legal Name,VRCPL,RelatedPerson-father-natural-vr,RelatedPerson-father-natural-vr,name,,,,"Use only RelatedPerson-father-natural-vr?
Can we use :currentLegalName on relatedPerson?",,RelatedPersonFatherNaturalVitalRecords
5-026,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,12b. Father's Date of Birth,VRCPL,RelatedPerson-father-natural-vr,RelatedPerson-father-natural-vr,birthDate,,,,Use only RelatedPerson-father-natural-vr?,,RelatedPersonFatherNaturalVitalRecords
5-027,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,12c. Father's Birthplace,VRCPL,RelatedPerson-father-natural-vr,Extension-relatedperson-birthplace-vr,,RelatedPerson-father-natural-vr.extension:birthPlace,,,Use only RelatedPerson-father-natural-vr? Yes,VRCPL,RelatedPersonFatherNaturalVitalRecords
5-028,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,13. Method of Disposition:,BFDR,Observation-fetal-remains-disposition-method,Observation-fetal-remains-disposition-method,value,,,,,,ObservationFetalRemainsDispositionMethod
5-028,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,14. Attendant’s Name,BFDR,Practitioner-birth-attendant,Practitioner-birth-attendant,name,,,,,BFDR,PractitionerBirthAttendant
5-028,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,14. Attendant’s Title,BFDR,Practitioner-birth-attendant,Practitioner-birth-attendant,qualification,,,,,BFDR,PractitionerBirthAttendant
5-029,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,14. Attendant’s NPI,BFDR,Practitioner-birth-attendant,Practitioner-birth-attendant,identifier,,,,,BFDR,PractitionerBirthAttendant
5-029,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,15. Name Of Person Completing Report,VRCPL,Practitioner-vr,Practitioner-vr,name,,,,,VRCPL,PractitionerVitalRecords
5-030,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,15. Title Of Person Completing Report,VRCPL,Practitioner-vr,Practitioner-vr,qualification,,,,,VRCPL,PractitionerVitalRecords
5-031,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,16. Date Report Completed,BFDR,Composition-provider-fetal-death-report,Composition-provider-fetal-death-report,date,,,,,,CompositionProviderFetalDeathReport
5-033,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,17. Date Received By Registrar,BFDR,Composition-provider-fetal-death-report,Composition-provider-fetal-death-report,date,,,,,BFDR,"CompositionProviderFetalDeathReport
"
5-048,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,18a. Initiating Cause/Condition,BFDR,Condition-fetal-death-initiating-cause-or-condition,Condition-fetal-death-initiating-cause-or-condition,code,,,,,,ConditionFetalDeathInitiatingCauseOrCondition
5-063,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,18b. Other Significant Causes or Conditions,BFDR,Condition-fetal-death-other-cause-or-condition,Condition-fetal-death-other-cause-or-condition,code,,,,,,ConditionFetalDeathOtherCauseOrCondition
5-066,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,18c. Weight of Fetus,BFDR,Observation-birth-weight,Observation-birth-weight,value,,,,,,ObservationBirthWeight
5-067,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,18d. Obstetric Estimate of Gestation at Delivery,BFDR,Observation-gestational-age-at-delivery,Observation-gestational-age-at-delivery-vr,value,,,,,,ObservationGestationalAgeAtDelivery
5-072,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,18e. Estimated Time of Fetal Death,BFDR,Observation-fetal-death-time-point,Observation-fetal-death-time-point,value,,,,,,ObservationFetalDeathTimePoint
5-076,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,18f. Was an Autopsy Performed?,VRCPL,Observation-autopsy-performed-indicator-vr,Observation-autopsy-performed-indicator-vr,value,,,,,,ObservationAutopsyPerformedIndicatorVitalRecords
5-080,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,18g. Was a Histological Placental Examination Performed?,BFDR,Observation-histological-placental-exam-performed,Observation-histological-placental-exam-performed,value,,,,,,ObservationHistologicalPlacentalExamPerformed
5-083,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,18h. Were Autopsy or Histological Placental Examination Results Used in Determining the Cause of Fetal Death?,BFDR,Observation-autopsy-histological-exam-results-used,Observation-autopsy-histological-exam-results-used,value,,,,,,ObservationAutopsyHistologicalExamResultsUsed
5-084,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,19. Mother’s Education,VRCPL,Observation-education-level-vr,Observation-education-level-vr,code,,,,,,ObservationEducationLevelVitalRecords
5-085,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,20. Mother of Hispanic Origin?,VRCPL,input-race-and-ethnicity-vr,input-race-and-ethnicity-vr,"component.value, subject is Mother",,,,,VRCPL,ObservationInputRaceAndEthnicityVitalRecords
5-086,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,21. Mother’s Race,VRCPL,input-race-and-ethnicity-vr,input-race-and-ethnicity-vr,"component.value, subject is Mother",,,,,VRCPL,ObservationInputRaceAndEthnicityVitalRecords
5-087,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,22. Mother Married?,BFDR,Observation-mother-married-during-pregnancy,Observation-mother-married-during-pregnancy,value,,,,,,ObservationMotherMarriedDuringPregnancy
5-088,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,23a. Date of First Prenatal Care Visit,BFDR,Observation-date-of-first-prenatal-care-visit,Observation-date-of-first-prenatal-care-visit,value,,,,,,ObservationDateOfFirstPrenatalCareVisit
5-089,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,23b. Date of Last Prenatal Care Visit,not implemented,not implemented,not implemented,,,,,See NA tab row 26,,
5-090,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,24. Total Number of Prenatal Visits For This Pregnancy,BFDR,Observation-number-prenatal-visits,Observation-number-prenatal-visits-vr,value,,,,,,ObservationNumberPrenatalVisits
5-091,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,25. Mother’s Height,BFDR,Observation-mother-height,Observation-mother-height-vr,value,,,,,,ObservationMotherHeight
5-092,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,26. Mother’s Prepregnancy Weight,BFDR,Observation-mother-prepregnancy-weight,Observation-mother-prepregnancy-weight-vr,value,,,,,,ObservationMotherPrepregnancyWeight
5-093,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,27. Mother’s Weight at Delivery,not implemented,not implemented,not implemented,,,,,See NA tab row 27,,
5-095,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,28. Did Mother Get WIC Food For Herself During This Pregnancy?,BFDR,Observation-mother-received-wic-food,Observation-mother-received-wic-food,value,,,,,,ObservationMotherReceivedWICFood
5-096,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,29a. Number of Previous Live Births: Now Living Number,BFDR,Observation-number-births-now-living,Observation-number-births-now-living-vr,value,,,,,,ObservationNumberBirthsNowLiving
5-097,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,29b. Number of Previous Live Births: Now Dead Number,BFDR,Observation-number-births-now-dead,Observation-number-births-now-dead-vr,value,,,,,,ObservationNumberBirthsNowDead
5-098,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,29c. Date of Last Live Birth,BFDR,Observation-date-of-last-live-birth,Observation-date-of-last-live-birth,value,,,,,,ObservationDateOfLastLiveBirth
5-099,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,30. Number of Other Pregnancy Outcomes,not implemented,not implemented,not implemented,,,,,"See NA tab, row 29",,
5-100,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,30a. Other Outcomes,not implemented,not implemented,not implemented,,,,,"See NA tab, row 29",,
5-101,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,30b. Date of Last Other Pregnancy Outcome,not implemented,not implemented,not implemented,,,,,"See NA tab, row 29",,
5-102,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,31. Cigarette Smoking Before and During Pregnancy,BFDR,Observation-cigarette-smoking-before-during-pregnancy,Observation-cigarette-smoking-before-during-pregnancy,value,,,,,,ObservationCigaretteSmokingBeforeDuringPregnancy
5-103,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,32. Date Last Normal Menses Began,BFDR,Observation-last-menstrual-period,Observation-last-menstrual-period-vr,value,,,,,,ObservationLastMenstrualPeriod
5-104,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,33. Plurality,FHIR,Patient-decedent-fetus,patient-multipleBirthTotal,,Patient-decedent-fetus.multipleBirthInteger.extension:multipleBirthTotal,,,,BFDR,PatientDecedentFetus
5-105,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,"34. If Not Single Birth-Born First, Second, Third, etc.",BFDR,Patient-decedent-fetus,Patient-decedent-fetus,multipleBirthInteger,,,,,,PatientDecedentFetus
5-108,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,35. Mother Transferred for Maternal Medical or Fetal Indications for Delivery?,not implemented,not implemented,not implemented,,,,,"See NA tab, row 31",,
5-109,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,36.1. Risk factors in this pregnancy: Diabetes - Prepregnancy,BFDR,Condition-prepregnancy-diabetes,Condition-prepregnancy-diabetes-vr,,,,,,,ConditionPrepregnancyDiabetes
5-111,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,36.2. Risk factors in this pregnancy: Diabetes - Gestational,BFDR,Condition-gestational-diabetes,Condition-gestational-diabetes-vr,,,,,,,ConditionGestationalDiabetes
5-112,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,36.3. Risk factors in this pregnancy: Hypertension - Prepregnancy,BFDR,Condition-prepregnancy-hypertension,Condition-prepregnancy-hypertension-vr,,,,,,,ConditionPrepregnancyHypertension
5-113,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,36.4. Risk factors in this pregnancy: Hypertension - Gestational,BFDR,Condition-gestational-hypertension,Condition-gestational-hypertension-vr,,,,,,,ConditionGestationalHypertension
5-114,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,36.5. Risk factors in this pregnancy: Eclampsia,BFDR,Condition-eclampsia-hypertension,Condition-eclampsia-hypertension-vr,,,,,,,ConditionEclampsiaHypertension
5-115,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,36.6. Risk factors in this pregnancy: Previous preterm births,not implemented,not implemented,not implemented,,,,,"See NA tab, row 32",,
5-116,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,36.7. Risk factors in this pregnancy: Other previous poor pregnancy outcome,not implemented,not implemented,not implemented,,,,,"See NA tab, row 33",,
5-117,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,36.8. Risk factors in this pregnancy: Pregnancy resulted from infertility treatment,BFDR,Procedure-infertility-treatment,Procedure-infertility-treatment-vr,,,,,,,ProcedureInfertilityTreatment
5-118,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,"36.9. Risk factors in this pregnancy: Fertility-enhancing drugs, artificial insemination or intrauterine insemination",BFDR,Procedure-fertility-enhancing-drug-therapy-artificial-insem,Procedure-fertility-enhancing-drug-therapy-artificial-insem-vr,,,,,,,ProcedureFertilityEnhancingDrugTherapyArtificialInsemination
5-119,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,36.10. Risk factors in this pregnancy: Assisted reproductive technology,BFDR,Procedure-assisted-reproductive-technology,Procedure-assisted-reproductive-technology-vr,,,,,,,ProcedureAssistedReproductiveTechnology
5-119,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,36.11. Risk factors in this pregnancy: Previous cesarean delivery,BFDR,Observation-previous-cesarean,Observation-previous-cesarean-vr,,,,,,,ObservationPreviousCesarean
5-119,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,36.11. Risk factors in this pregnancy: Previous cesarean delivery,BFDR,Observation-number-previous-cesareans,Observation-number-previous-cesareans,,,,,,,ObservationNumberPreviousCesareans
5-120,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,36.12. Risk factors in this pregnancy: None of the above,BFDR,Observation-none-of-specified-pregnancy-risk-factors,Observation-none-of-specified-pregnancy-risk-factors-vr,,,,,,,ObservationNoneOfSpecifiedPregnancyRiskFactors
5-121,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,37. Infections Present and/or Treated During This Pregnancy,not implemented,not implemented,not implemented,,,,,"See NA tab, rows 34, 35, 36, 37, 38, 39, 40, 41, 42
It look like all of the FD infections have been dropped. ",,
5-133,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,38.A. Method of Delivery: Was delivery with forceps attempted but unsuccessful?,not implemented,not implemented,not implemented,,,,,"See NA tab, row 62",,
5-136,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,38.B. Method of Delivery: Was delivery with vacuum extraction attempted but unsuccessful?,not implemented,not implemented,not implemented,,,,,"See NA tab, row 63",,
5-139,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,38.C. Method of Delivery: Fetal presentation at delivery,BFDR,Observation-fetal-presentation,Observation-fetal-presentation,value,,,,,,ObservationFetalPresentation
5-143,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,38.D. Method of Delivery: Final route and method of delivery,BFDR,Procedure-final-route-method-delivery,Procedure-final-route-method-delivery,code,,,,,,ProcedureFinalRouteMethodDelivery
5-148,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,"38.D.1. Method of Delivery: If cesarean, was a trial of labor attempted?",BFDR,Observation-labor-trial-attempted,Observation-labor-trial-attempted,value,,,,,,ObservationLaborTrialAttempted
5-151,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,38.E. Method of Delivery: Hysterotomy/Hysterectomy,not implemented,not implemented,not implemented,,,,,"See NA tab, row 43",,
5-155,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,39.1. Maternal Morbidity: Maternal transfusion,not implemented,not implemented,not implemented,,,,,"See NA tab, row 44",,
5-156,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,39.2. Maternal Morbidity: Third or fourth degree perineal laceration,not implemented,not implemented,not implemented,,,,,"See NA tab, row 45",,
5-157,2003 Revision of the U.S. Standard Report of Fetal Death,https://www.cdc.gov/nchs/data/dvs/FDEATH11-03finalACC.pdf,39.3. Maternal Morbidity: Ruptured uterus,BFDR,Condition-ruptured-uterus,Condition-ruptured-uterus,,,,,,,ConditionRupturedUterus
